id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,department,salary,username
444,0.39,0.54,2,127,3,0,1,0,IT,low,U00444
445,0.09,0.94,6,283,5,0,1,0,IT,low,U00445
446,0.44,0.46,2,143,3,0,1,0,IT,low,U00446
447,0.1,0.84,5,298,4,0,1,0,IT,low,U00447
448,0.36,0.48,2,159,3,0,1,0,product_mng,low,U00448
449,0.81,0.92,5,239,5,0,1,0,product_mng,low,U00449
450,0.81,0.9,4,226,5,0,1,0,product_mng,medium,U00450
451,0.85,0.98,5,248,5,0,1,0,product_mng,medium,U00451
452,0.1,0.87,6,286,4,0,1,0,IT,medium,U00452
453,0.37,0.54,2,145,3,0,1,0,RandD,medium,U00453
454,0.09,0.97,7,254,4,1,1,0,RandD,medium,U00454
455,0.44,0.53,2,127,3,0,1,0,RandD,medium,U00455
456,0.86,0.93,5,223,5,0,1,0,RandD,medium,U00456
457,0.77,1,4,255,5,0,1,0,RandD,medium,U00457
458,0.41,0.48,2,136,3,0,1,0,marketing,medium,U00458
459,0.4,0.48,2,137,3,0,1,0,sales,medium,U00459
460,0.43,0.49,2,135,3,0,1,0,accounting,medium,U00460
461,0.43,0.5,2,137,3,0,1,0,support,medium,U00461
462,0.8,0.53,3,255,5,0,1,0,technical,high,U00462
463,0.8,0.85,4,273,5,0,1,0,management,low,U00463
464,0.82,0.98,5,234,5,0,1,0,marketing,medium,U00464
465,0.37,0.54,2,152,3,0,1,0,marketing,medium,U00465
466,0.37,0.48,2,134,3,0,1,0,marketing,medium,U00466
467,0.09,0.95,6,292,4,0,1,0,sales,medium,U00467
468,0.9,0.92,5,245,5,0,1,0,sales,low,U00468
469,0.41,0.52,2,159,3,0,1,0,sales,low,U00469
470,0.1,0.85,6,260,4,0,1,0,sales,low,U00470
471,0.44,0.53,2,149,3,0,1,0,sales,low,U00471
472,0.89,0.85,5,266,5,0,1,0,sales,low,U00472
473,0.42,0.56,2,149,3,0,1,0,sales,low,U00473
474,0.87,1,5,242,5,0,1,0,sales,low,U00474
475,0.45,0.57,2,134,3,0,1,0,sales,low,U00475
476,0.11,0.87,5,271,4,0,1,0,sales,low,U00476
477,0.09,0.79,6,275,4,0,1,0,sales,low,U00477
478,0.76,0.83,5,227,5,0,1,0,sales,low,U00478
479,0.11,0.96,7,277,5,0,1,0,sales,low,U00479
480,0.37,0.49,2,151,3,0,1,0,sales,low,U00480
481,0.1,0.79,6,274,4,0,1,0,sales,low,U00481
482,0.77,0.87,4,242,6,0,1,0,sales,low,U00482
483,0.42,0.54,2,143,3,1,1,0,sales,low,U00483
484,0.38,0.52,2,145,3,0,1,0,sales,low,U00484
485,0.32,0.95,5,172,2,0,1,0,sales,low,U00485
486,0.38,0.49,2,135,3,0,1,0,accounting,low,U00486
487,0.19,1,4,192,4,0,1,0,accounting,low,U00487
488,0.1,0.83,7,276,4,0,1,0,accounting,low,U00488
489,0.76,0.88,4,206,4,0,1,0,hr,medium,U00489
490,0.53,0.56,4,281,6,0,1,0,hr,medium,U00490
491,0.39,0.51,2,151,3,0,1,0,hr,medium,U00491
492,0.11,0.83,6,244,4,0,1,0,hr,medium,U00492
493,0.1,0.94,6,309,4,0,1,0,technical,medium,U00493
494,0.84,1,5,218,5,0,1,0,technical,medium,U00494
495,0.82,0.99,4,263,6,0,1,0,technical,medium,U00495
496,0.1,0.82,6,244,4,0,1,0,technical,medium,U00496
497,0.59,0.49,7,263,4,0,1,0,technical,medium,U00497
498,0.44,0.48,2,143,3,0,1,0,technical,medium,U00498
499,0.89,0.95,2,181,5,0,1,0,technical,medium,U00499
500,0.91,0.84,5,265,5,0,1,0,technical,medium,U00500
501,0.66,0.57,5,161,5,0,1,0,technical,high,U00501
502,0.11,0.87,7,282,5,0,1,0,technical,low,U00502
503,0.43,0.51,2,155,3,0,1,0,technical,medium,U00503
504,0.78,0.83,4,217,6,0,1,0,support,medium,U00504
505,0.11,0.97,6,289,5,0,1,0,support,medium,U00505
506,0.83,0.98,4,259,5,0,1,0,support,medium,U00506
507,0.39,0.54,2,158,3,0,1,0,support,low,U00507
508,0.38,0.55,2,158,3,0,1,0,support,low,U00508
509,0.37,0.57,2,155,3,0,1,0,support,low,U00509
510,0.44,0.48,2,146,3,0,1,0,support,low,U00510
511,0.53,0.85,2,164,5,0,1,0,support,low,U00511
512,0.09,0.96,6,259,4,0,1,0,support,low,U00512
513,0.11,0.89,6,293,4,0,1,0,support,low,U00513
514,0.83,0.96,5,275,5,0,1,0,support,low,U00514
515,0.88,1,5,219,6,1,1,0,technical,low,U00515
516,0.1,0.89,6,247,4,0,1,0,technical,low,U00516
517,0.09,0.86,7,309,4,0,1,0,technical,low,U00517
518,0.44,0.54,2,151,3,0,1,0,management,low,U00518
519,0.39,0.51,2,129,3,0,1,0,IT,low,U00519
520,0.87,0.94,4,274,5,0,1,0,IT,low,U00520
521,0.74,0.99,4,233,5,0,1,0,IT,low,U00521
522,0.1,0.95,7,289,4,0,1,0,IT,low,U00522
523,0.74,0.82,4,239,6,0,1,0,IT,low,U00523
524,0.75,0.99,5,221,5,0,1,0,product_mng,low,U00524
525,0.41,0.56,2,150,3,0,1,0,product_mng,low,U00525
526,0.41,0.45,2,144,3,1,1,0,product_mng,low,U00526
527,0.09,0.9,7,289,4,0,1,0,product_mng,low,U00527
528,0.09,0.8,6,301,5,0,1,0,IT,medium,U00528
529,0.39,0.57,2,145,3,0,1,0,accounting,medium,U00529
530,0.4,0.56,2,137,3,0,1,0,accounting,medium,U00530
531,0.37,0.54,2,131,3,1,1,0,hr,medium,U00531
532,0.1,0.84,6,246,4,0,1,0,hr,medium,U00532
533,0.43,0.51,2,136,3,0,1,0,hr,medium,U00533
534,0.75,0.85,5,240,6,1,1,0,marketing,medium,U00534
535,0.37,0.56,2,156,3,0,1,0,sales,medium,U00535
536,0.11,0.85,6,305,4,0,1,0,accounting,medium,U00536
537,0.45,0.45,2,154,3,1,1,0,support,medium,U00537
538,0.87,1,5,261,5,1,1,0,technical,medium,U00538
539,0.11,0.94,7,244,4,0,1,0,management,medium,U00539
540,0.45,0.54,2,129,3,0,1,0,marketing,high,U00540
541,0.81,0.87,4,254,5,0,1,0,marketing,low,U00541
542,0.77,0.91,5,236,5,0,1,0,marketing,medium,U00542
543,0.89,0.92,5,237,5,0,1,0,sales,medium,U00543
544,0.43,0.49,2,135,3,0,1,0,sales,medium,U00544
545,0.78,1,5,236,5,0,1,0,sales,medium,U00545
546,0.37,0.47,2,149,3,0,1,0,sales,low,U00546
547,0.37,0.5,2,141,3,0,1,0,sales,low,U00547
548,0.85,0.82,4,270,5,0,1,0,sales,low,U00548
549,0.41,0.47,2,138,3,0,1,0,sales,low,U00549
550,0.11,0.96,6,298,4,0,1,0,sales,low,U00550
551,0.75,0.99,5,254,5,0,1,0,sales,low,U00551
552,0.82,0.85,5,248,5,0,1,0,sales,low,U00552
553,0.79,1,5,257,6,0,1,0,sales,low,U00553
554,0.43,0.53,2,150,3,0,1,0,sales,low,U00554
555,0.1,0.9,7,281,4,0,1,0,sales,low,U00555
556,0.46,0.48,2,141,3,1,1,0,sales,low,U00556
557,0.43,0.57,2,157,3,0,1,0,sales,low,U00557
558,0.43,0.55,2,136,3,0,1,0,sales,low,U00558
559,0.11,0.8,7,296,4,0,1,0,sales,low,U00559
560,0.09,0.86,6,279,4,0,1,0,sales,low,U00560
561,0.37,0.53,2,131,3,0,1,0,sales,low,U00561
562,0.4,0.57,2,160,3,0,1,0,accounting,low,U00562
563,0.1,0.77,7,291,4,0,1,0,accounting,low,U00563
564,0.41,0.53,2,157,3,0,1,0,accounting,low,U00564
565,0.79,0.58,3,294,4,0,1,0,hr,low,U00565
566,0.11,0.79,7,310,4,0,1,0,hr,low,U00566
567,0.1,0.97,6,282,4,0,1,0,hr,medium,U00567
568,0.44,0.51,2,134,3,0,1,0,hr,medium,U00568
569,0.25,0.46,4,214,4,0,1,0,technical,medium,U00569
570,0.44,0.52,2,137,3,0,1,0,technical,medium,U00570
571,0.73,1,4,252,5,0,1,0,technical,medium,U00571
572,0.75,0.97,5,243,6,0,1,0,technical,medium,U00572
573,0.36,0.47,2,148,3,0,1,0,technical,medium,U00573
574,0.37,0.49,2,151,3,0,1,0,technical,medium,U00574
575,0.39,0.49,2,129,3,0,1,0,technical,medium,U00575
576,0.48,0.78,2,198,2,0,1,0,technical,medium,U00576
577,0.57,0.72,4,275,6,0,1,0,technical,medium,U00577
578,0.9,0.96,5,243,5,0,1,0,technical,medium,U00578
579,0.39,0.55,2,159,3,0,1,0,technical,high,U00579
580,0.44,0.51,2,145,3,0,1,0,support,low,U00580
581,0.81,0.88,5,242,5,0,1,0,support,medium,U00581
582,0.74,0.87,5,242,5,0,1,0,support,medium,U00582
583,0.44,0.56,2,145,3,0,1,0,support,medium,U00583
584,0.41,0.56,2,154,3,0,1,1,support,medium,U00584
585,0.4,0.51,2,139,3,0,1,0,support,low,U00585
586,0.46,0.57,2,152,3,0,1,0,support,low,U00586
587,0.8,0.83,2,211,3,0,1,0,support,low,U00587
588,0.87,0.9,5,258,5,0,1,0,support,low,U00588
589,0.39,0.54,2,155,3,0,1,0,support,low,U00589
590,0.38,0.55,2,148,3,0,1,0,support,low,U00590
591,0.66,0.67,2,255,3,0,1,0,technical,low,U00591
592,0.1,0.8,6,264,4,0,1,0,technical,low,U00592
593,0.37,0.54,2,132,3,0,1,0,technical,low,U00593
594,0.1,0.77,6,255,4,0,1,0,management,low,U00594
595,0.09,0.87,5,263,4,0,1,0,IT,low,U00595
596,0.86,0.84,5,222,5,0,1,0,IT,low,U00596
597,0.11,0.9,6,263,4,0,1,0,IT,low,U00597
598,0.37,0.46,2,157,3,0,1,0,IT,low,U00598
599,0.11,0.92,7,307,4,0,1,0,IT,low,U00599
600,0.77,0.98,5,259,6,0,1,0,product_mng,low,U00600
601,0.84,0.94,5,222,6,0,1,0,product_mng,low,U00601
602,0.1,0.84,7,250,4,0,1,0,product_mng,low,U00602
603,0.83,0.9,5,245,5,0,1,0,product_mng,low,U00603
604,0.11,0.79,6,292,4,0,1,0,IT,low,U00604
605,0.86,0.92,5,252,5,0,1,0,RandD,low,U00605
606,0.38,0.56,2,161,3,0,1,0,RandD,medium,U00606
607,0.11,0.88,5,250,4,0,1,0,RandD,medium,U00607
608,0.45,0.49,2,134,3,0,1,0,RandD,medium,U00608
609,0.1,0.85,7,279,4,0,1,0,RandD,medium,U00609
610,0.09,0.95,7,256,4,0,1,0,marketing,medium,U00610
611,0.39,0.53,2,127,3,0,1,0,sales,medium,U00611
612,0.37,0.47,2,138,3,1,1,0,accounting,medium,U00612
613,0.81,0.97,5,243,5,0,1,0,support,medium,U00613
614,0.09,0.9,7,296,4,0,1,0,technical,medium,U00614
615,0.1,0.88,7,267,4,0,1,0,management,medium,U00615
616,0.39,0.49,2,144,3,0,1,0,marketing,medium,U00616
617,0.83,0.95,4,251,5,0,1,0,marketing,medium,U00617
618,0.45,0.57,2,148,3,0,1,0,marketing,high,U00618
619,0.43,0.51,2,141,3,0,1,0,sales,low,U00619
620,0.8,0.75,3,268,2,0,1,0,sales,medium,U00620
621,0.1,0.86,6,247,4,0,1,0,sales,medium,U00621
622,0.1,0.55,2,247,4,0,1,0,sales,medium,U00622
623,0.36,0.52,2,146,3,0,1,0,sales,medium,U00623
624,0.38,0.5,2,140,3,0,1,0,sales,low,U00624
625,0.78,0.98,5,263,6,0,1,0,sales,low,U00625
626,0.44,0.49,2,145,3,0,1,0,sales,low,U00626
627,0.41,0.46,2,156,3,1,1,0,sales,low,U00627
628,0.72,0.85,5,244,6,0,1,0,sales,low,U00628
629,0.46,0.54,2,144,3,0,1,0,sales,low,U00629
630,0.1,0.9,7,286,4,0,1,0,sales,low,U00630
631,0.34,0.67,4,141,2,0,1,0,sales,low,U00631
632,0.11,0.89,6,260,5,0,1,0,sales,low,U00632
633,0.38,0.56,2,154,3,0,1,0,sales,low,U00633
634,0.82,0.92,5,225,5,0,1,0,sales,low,U00634
635,0.39,0.57,2,127,3,0,1,0,sales,low,U00635
636,0.44,0.53,2,140,3,0,1,0,sales,low,U00636
637,0.43,0.52,2,147,3,0,1,0,sales,low,U00637
638,0.84,0.83,4,227,5,0,1,0,accounting,low,U00638
639,0.43,0.48,2,153,3,0,1,0,accounting,low,U00639
640,0.37,0.52,2,128,3,0,1,0,accounting,low,U00640
641,0.74,0.97,4,228,5,0,1,0,hr,low,U00641
642,0.73,0.97,5,235,5,0,1,0,hr,low,U00642
643,0.37,0.47,2,148,3,0,1,0,hr,low,U00643
644,0.58,0.62,4,238,3,0,1,0,hr,low,U00644
645,0.4,0.54,2,141,3,0,1,0,technical,medium,U00645
646,0.51,0.83,5,249,4,0,1,0,technical,medium,U00646
647,0.46,0.5,2,151,3,0,1,0,technical,medium,U00647
648,0.45,0.54,2,129,3,0,1,0,technical,medium,U00648
649,0.46,0.5,2,156,3,0,1,0,technical,medium,U00649
650,0.39,0.45,2,134,3,0,1,0,technical,medium,U00650
651,0.09,0.88,6,269,4,0,1,0,technical,medium,U00651
652,0.09,0.77,6,290,4,0,1,0,technical,medium,U00652
653,0.37,0.51,2,132,3,0,1,0,technical,medium,U00653
654,0.1,0.89,7,308,4,0,1,0,technical,medium,U00654
655,0.77,1,4,232,5,0,1,0,technical,medium,U00655
656,0.79,0.86,5,235,5,0,1,0,support,medium,U00656
657,0.43,0.55,2,130,3,0,1,0,support,high,U00657
658,0.38,0.53,2,146,3,0,1,0,support,low,U00658
659,0.77,0.91,5,221,6,0,1,0,support,medium,U00659
660,0.44,0.5,2,130,3,0,1,0,support,medium,U00660
661,0.39,0.46,2,136,3,0,1,0,support,medium,U00661
662,0.78,0.89,5,274,6,0,1,0,support,medium,U00662
663,0.1,0.79,6,256,5,0,1,0,support,low,U00663
664,0.1,0.77,5,276,4,0,1,0,support,low,U00664
665,0.75,0.85,5,267,5,0,1,0,support,low,U00665
666,0.46,0.62,6,213,3,0,1,0,support,low,U00666
667,0.91,0.97,4,274,6,0,1,0,technical,low,U00667
668,0.1,0.92,6,258,4,0,1,0,technical,low,U00668
669,0.72,0.6,3,153,5,0,1,0,technical,low,U00669
670,0.11,0.95,6,245,4,0,1,0,management,low,U00670
671,0.11,0.94,6,264,4,0,1,0,IT,low,U00671
672,0.46,0.57,2,154,3,0,1,0,IT,low,U00672
673,0.37,0.46,2,149,3,0,1,0,IT,low,U00673
674,0.46,0.5,2,157,3,0,1,0,IT,low,U00674
675,0.43,0.57,2,127,3,0,1,0,IT,low,U00675
676,0.11,0.82,6,270,4,0,1,0,product_mng,low,U00676
677,0.73,0.89,5,236,6,0,1,0,product_mng,low,U00677
678,0.43,0.47,2,158,3,0,1,0,product_mng,low,U00678
679,0.86,1,5,229,5,0,1,0,product_mng,low,U00679
680,0.1,0.83,6,269,4,0,1,0,IT,low,U00680
681,0.4,0.49,2,128,3,0,1,0,sales,low,U00681
682,0.11,0.87,7,278,4,0,1,0,sales,low,U00682
683,0.86,0.98,3,158,5,0,1,0,sales,low,U00683
684,0.42,1,3,202,3,0,1,0,sales,medium,U00684
685,0.79,0.84,4,240,5,0,1,0,sales,medium,U00685
686,0.1,0.96,7,255,4,0,1,0,marketing,medium,U00686
687,0.09,0.92,7,254,4,0,1,0,sales,medium,U00687
688,0.09,0.82,6,257,4,0,1,0,accounting,medium,U00688
689,0.87,1,4,228,5,0,1,0,support,medium,U00689
690,0.36,0.49,2,145,3,0,1,0,technical,medium,U00690
691,0.42,0.75,3,218,4,0,1,0,management,medium,U00691
692,0.84,0.86,5,268,5,0,1,0,marketing,medium,U00692
693,0.1,0.83,6,278,4,0,1,0,marketing,medium,U00693
694,0.78,0.71,3,249,5,0,1,0,marketing,medium,U00694
695,0.35,0.99,3,236,4,0,1,0,sales,medium,U00695
696,0.1,0.81,7,291,4,0,1,0,sales,high,U00696
697,0.11,0.8,6,306,4,0,1,0,sales,low,U00697
698,0.43,0.48,2,135,3,0,1,0,sales,medium,U00698
699,0.38,0.45,2,156,3,0,1,0,sales,medium,U00699
700,0.46,0.54,2,143,3,0,1,0,sales,medium,U00700
701,0.89,0.82,4,243,5,0,1,0,sales,medium,U00701
702,0.45,0.5,2,147,3,0,1,0,sales,low,U00702
703,0.44,0.53,2,159,3,0,1,0,sales,low,U00703
704,0.74,0.54,5,216,3,0,1,0,sales,low,U00704
705,0.45,0.54,2,152,3,0,1,0,sales,low,U00705
706,0.79,0.93,4,226,5,0,1,0,sales,low,U00706
707,0.79,0.91,5,271,5,0,1,0,sales,low,U00707
708,0.11,0.87,6,255,4,0,1,0,sales,low,U00708
709,0.42,0.48,2,140,3,0,1,0,sales,low,U00709
710,0.64,0.9,6,252,2,0,1,0,sales,low,U00710
711,0.4,0.55,2,159,3,0,1,0,sales,low,U00711
712,0.84,0.98,5,270,5,0,1,0,sales,low,U00712
713,0.73,0.92,5,232,5,0,1,0,sales,low,U00713
714,0.4,0.51,2,144,3,0,1,0,accounting,low,U00714
715,0.36,0.45,2,127,3,0,1,0,accounting,low,U00715
716,0.43,0.47,2,131,3,0,1,0,accounting,low,U00716
717,0.11,0.78,6,243,4,0,1,0,hr,low,U00717
718,0.91,1,5,244,6,0,1,0,hr,low,U00718
719,0.8,1,5,260,5,0,1,0,hr,low,U00719
720,0.42,0.49,2,139,3,0,1,0,hr,low,U00720
721,0.31,0.87,4,184,3,0,1,0,technical,low,U00721
722,0.44,0.47,2,130,3,0,1,0,technical,low,U00722
723,0.38,0.54,2,135,3,0,1,0,technical,medium,U00723
724,0.45,0.56,2,146,3,0,1,0,technical,medium,U00724
725,0.43,0.46,2,149,3,0,1,0,technical,medium,U00725
726,0.45,0.46,2,153,3,1,1,0,technical,medium,U00726
727,0.43,0.57,2,160,3,0,1,0,technical,medium,U00727
728,0.43,0.49,2,160,3,0,1,0,technical,medium,U00728
729,0.09,0.83,6,282,4,0,1,0,technical,medium,U00729
730,0.43,0.47,2,128,3,0,1,0,technical,medium,U00730
731,0.79,0.94,4,232,5,0,1,0,technical,medium,U00731
732,0.85,0.58,3,226,2,0,1,0,support,medium,U00732
733,0.38,0.45,2,129,3,0,1,0,support,medium,U00733
734,0.11,0.92,7,255,4,0,1,0,support,medium,U00734
735,0.83,0.99,5,258,5,0,1,0,support,high,U00735
736,0.81,0.91,4,229,5,0,1,0,support,low,U00736
737,0.42,0.56,2,143,3,0,1,0,support,medium,U00737
738,0.11,0.87,6,257,4,0,1,0,support,medium,U00738
739,0.11,0.85,7,275,4,0,1,0,support,medium,U00739
740,0.1,0.89,7,291,4,0,1,0,support,medium,U00740
741,0.5,0.54,5,153,4,0,1,0,support,low,U00741
742,0.44,0.49,2,154,3,0,1,0,support,low,U00742
743,0.11,0.9,6,301,4,0,1,0,technical,low,U00743
744,0.39,0.52,2,134,3,0,1,0,technical,low,U00744
745,0.11,0.78,6,245,4,0,1,0,technical,low,U00745
746,0.36,0.5,2,132,3,0,1,0,management,low,U00746
747,0.43,0.51,2,130,3,0,1,0,IT,low,U00747
748,0.4,0.5,2,127,3,0,1,0,IT,low,U00748
749,0.86,0.84,4,246,6,0,1,0,IT,low,U00749
750,0.38,0.49,2,145,3,0,1,0,IT,low,U00750
751,0.46,0.45,2,138,3,0,1,1,IT,low,U00751
752,0.37,0.57,2,129,3,0,1,0,product_mng,low,U00752
753,0.43,0.52,2,150,3,0,1,0,product_mng,low,U00753
754,0.66,0.93,5,253,5,0,1,0,product_mng,low,U00754
755,0.37,0.48,2,160,3,0,1,0,product_mng,low,U00755
756,0.77,0.92,5,235,5,0,1,0,IT,low,U00756
757,0.38,0.55,2,151,3,0,1,0,sales,low,U00757
758,0.39,0.54,2,127,3,0,1,0,sales,low,U00758
759,0.41,0.55,2,151,3,0,1,0,sales,low,U00759
760,0.1,0.9,7,290,4,0,1,0,sales,low,U00760
761,0.09,0.93,6,249,4,0,1,0,sales,low,U00761
762,0.41,0.47,2,131,3,0,1,0,marketing,medium,U00762
763,0.39,0.46,2,159,3,0,1,0,sales,medium,U00763
764,0.83,0.99,4,223,5,0,1,0,accounting,medium,U00764
765,0.09,0.87,3,214,2,0,1,0,support,medium,U00765
766,0.75,0.81,5,227,5,0,1,0,technical,medium,U00766
767,0.44,0.54,2,127,3,0,1,0,management,medium,U00767
768,0.1,0.84,6,293,5,0,1,0,marketing,medium,U00768
769,0.42,0.46,2,141,3,0,1,0,marketing,medium,U00769
770,0.1,0.83,6,300,4,0,1,0,marketing,medium,U00770
771,0.1,0.86,6,309,4,0,1,0,sales,medium,U00771
772,0.31,0.77,4,149,3,0,1,0,sales,medium,U00772
773,0.42,0.54,2,159,3,0,1,0,sales,medium,U00773
774,0.38,0.5,2,152,3,0,1,0,sales,high,U00774
775,0.39,0.57,2,158,3,0,1,0,sales,low,U00775
776,0.1,0.97,6,254,5,0,1,0,sales,medium,U00776
777,0.11,0.93,6,294,4,0,1,0,sales,medium,U00777
778,0.1,0.92,7,269,4,0,1,0,sales,medium,U00778
779,0.11,0.9,7,247,4,0,1,0,sales,medium,U00779
780,0.44,0.65,3,271,4,0,1,0,sales,low,U00780
781,0.91,0.96,4,232,5,0,1,0,sales,low,U00781
782,0.72,1,4,245,5,0,1,0,sales,low,U00782
783,0.36,0.46,2,132,3,0,1,0,sales,low,U00783
784,0.44,0.57,2,131,3,0,1,0,sales,low,U00784
785,0.85,0.99,5,248,5,0,1,0,sales,low,U00785
786,0.78,0.93,5,225,5,0,1,0,sales,low,U00786
787,0.39,0.46,2,156,3,0,1,0,sales,low,U00787
788,0.78,0.81,3,222,2,0,1,0,sales,low,U00788
789,0.1,0.92,6,243,4,1,1,0,sales,low,U00789
790,0.23,0.99,4,204,4,1,1,0,accounting,low,U00790
791,0.11,0.87,6,301,4,0,1,0,accounting,low,U00791
792,0.9,0.83,5,259,5,0,1,0,accounting,low,U00792
793,0.91,0.89,4,247,5,0,1,0,hr,low,U00793
794,0.11,0.79,7,295,4,0,1,0,hr,low,U00794
795,0.43,0.54,2,150,3,0,1,0,hr,low,U00795
796,0.45,0.49,2,151,3,0,1,0,hr,low,U00796
797,0.11,0.91,5,291,4,0,1,0,technical,low,U00797
798,0.11,0.93,6,253,4,1,1,0,technical,low,U00798
799,0.43,0.5,2,161,3,0,1,0,technical,low,U00799
800,0.91,0.97,4,251,6,0,1,0,technical,low,U00800
801,0.43,0.55,2,153,3,0,1,0,technical,medium,U00801
802,0.85,0.82,5,264,6,0,1,0,technical,medium,U00802
803,0.1,0.77,6,310,4,0,1,0,technical,medium,U00803
804,0.81,0.95,5,266,5,0,1,0,technical,medium,U00804
805,0.36,0.62,4,237,2,0,1,0,technical,medium,U00805
806,0.45,0.54,2,138,3,0,1,0,technical,medium,U00806
807,0.86,1,5,227,5,0,1,0,technical,medium,U00807
808,0.71,1,4,300,5,0,1,0,support,medium,U00808
809,0.11,0.97,7,310,4,0,1,0,support,medium,U00809
810,0.84,0.93,5,236,5,0,1,0,support,medium,U00810
811,0.09,0.97,7,288,4,0,1,0,support,medium,U00811
812,0.38,0.49,2,127,3,0,1,0,support,medium,U00812
813,0.15,0.55,6,139,4,0,1,0,support,high,U00813
814,0.1,0.92,7,253,4,1,1,0,support,low,U00814
815,0.8,0.97,4,218,5,1,1,0,support,medium,U00815
816,0.84,0.97,5,251,5,0,1,0,support,medium,U00816
817,0.11,0.87,6,264,4,0,1,0,support,medium,U00817
818,0.89,0.79,3,149,2,0,1,0,support,medium,U00818
819,0.45,0.51,2,138,3,0,1,0,technical,low,U00819
820,0.11,0.93,7,284,4,0,1,0,technical,low,U00820
821,0.74,0.93,5,244,5,0,1,0,technical,low,U00821
822,0.41,0.5,2,128,3,0,1,0,management,low,U00822
823,0.44,0.53,2,154,3,0,1,0,IT,low,U00823
824,0.37,0.56,2,138,3,0,1,0,IT,low,U00824
825,0.11,0.86,6,308,4,0,1,0,IT,low,U00825
826,0.1,0.93,6,269,4,0,1,0,IT,low,U00826
827,0.7,0.74,6,136,3,0,1,0,IT,low,U00827
828,0.59,1,2,160,5,0,1,0,product_mng,low,U00828
829,0.38,0.53,2,138,3,0,1,0,product_mng,low,U00829
830,0.72,0.95,4,220,5,0,1,0,product_mng,low,U00830
831,0.73,1,5,274,5,0,1,0,product_mng,low,U00831
832,0.39,0.48,2,161,3,0,1,0,IT,low,U00832
833,0.89,0.82,5,224,6,0,1,0,RandD,low,U00833
834,0.89,1,4,260,5,0,1,0,RandD,low,U00834
835,0.11,0.78,6,300,4,1,1,0,RandD,low,U00835
836,0.43,0.56,2,133,3,0,1,0,RandD,low,U00836
837,0.09,0.93,6,308,4,0,1,0,RandD,low,U00837
838,0.81,0.9,5,238,6,0,1,0,marketing,low,U00838
839,0.37,0.53,2,126,3,0,1,0,sales,low,U00839
840,0.36,0.56,2,138,3,0,1,0,accounting,medium,U00840
841,0.11,0.85,6,299,4,0,1,0,support,medium,U00841
842,0.1,0.85,6,254,4,0,1,0,technical,medium,U00842
843,0.66,0.47,7,156,2,0,1,0,management,medium,U00843
844,0.39,0.47,2,152,3,0,1,0,marketing,medium,U00844
845,0.44,0.51,2,146,3,0,1,0,marketing,medium,U00845
846,0.1,0.84,6,253,4,0,1,0,marketing,medium,U00846
847,0.79,0.94,5,227,6,0,1,0,sales,medium,U00847
848,0.1,0.81,6,301,4,1,1,0,sales,medium,U00848
849,0.54,0.94,6,294,3,0,1,0,sales,medium,U00849
850,0.37,0.47,2,151,3,0,1,0,sales,medium,U00850
851,0.37,0.57,2,128,3,0,1,0,sales,medium,U00851
852,0.82,0.89,5,217,5,0,1,0,sales,high,U00852
853,0.45,0.52,2,160,3,0,1,0,sales,low,U00853
854,0.79,0.9,5,263,5,0,1,0,sales,medium,U00854
855,0.42,0.56,2,156,3,0,1,0,sales,medium,U00855
856,0.1,0.85,6,273,4,0,1,0,sales,medium,U00856
857,0.11,0.78,6,303,4,0,1,0,sales,medium,U00857
858,0.74,1,4,253,5,0,1,0,sales,low,U00858
859,0.1,0.93,6,270,4,0,1,0,sales,low,U00859
860,0.79,1,4,218,5,0,1,0,sales,low,U00860
861,0.43,0.48,2,144,3,0,1,0,sales,low,U00861
862,0.41,0.47,2,154,3,0,1,0,sales,low,U00862
863,0.39,0.55,2,146,3,0,1,0,sales,low,U00863
864,0.1,0.94,6,260,4,0,1,0,sales,low,U00864
865,0.82,0.85,5,218,5,0,1,0,sales,low,U00865
866,0.41,0.46,2,128,3,0,1,0,accounting,low,U00866
867,0.42,0.56,2,128,3,0,1,0,accounting,low,U00867
868,0.74,0.88,4,248,6,0,1,0,accounting,low,U00868
869,0.38,0.57,2,152,3,1,1,0,hr,low,U00869
870,0.39,0.56,2,126,3,0,1,0,hr,low,U00870
871,0.87,0.94,4,260,5,0,1,0,hr,low,U00871
872,0.1,0.9,5,263,4,0,1,0,hr,low,U00872
873,0.78,1,5,220,5,0,1,0,technical,low,U00873
874,0.14,0.73,7,282,5,0,1,0,technical,low,U00874
875,0.11,0.94,6,277,5,0,1,0,technical,low,U00875
876,0.91,0.94,5,257,5,0,1,0,technical,low,U00876
877,0.49,0.63,6,265,3,0,1,0,technical,low,U00877
878,0.38,0.47,2,143,3,0,1,0,technical,low,U00878
879,0.82,0.97,5,263,5,0,1,0,technical,medium,U00879
880,0.38,0.88,3,154,4,0,1,0,technical,medium,U00880
881,0.89,1,5,253,5,0,1,0,technical,medium,U00881
882,0.11,0.79,6,294,4,0,1,0,technical,medium,U00882
883,0.37,0.51,2,128,3,0,1,0,technical,medium,U00883
884,0.38,0.5,2,153,3,0,1,0,support,medium,U00884
885,0.78,0.87,5,256,5,0,1,0,support,medium,U00885
886,0.41,0.51,2,127,3,0,1,0,support,medium,U00886
887,0.41,0.51,2,137,3,0,1,0,support,medium,U00887
